NAME	0	1	2	3	4	5	6	7	TOT
noST1	165.85	0	0	0	0.10	0.10	0	0	166.06
trST1	91.56	0	0	0	0.14	0	0	0	91.70
reST1	108.78	0	0	0	0.26	0.24	0	0	109.28
rpST1	124.32	0	0	0	6.62	6.67	0	0	137.60
rtST1	90.08	0	0	0	0.68	0	0	0	90.75
rt251	90.36	0	0	0	0.57	0	0	0	90.94
bt251	91.14	0	0	0	0.56	0	0	0	91.70
bgST1	165.51	0	0	0	0.24	0.25	0	0	166.01
rgST1	107.90	0	0	0	0.55	0.53	0	0	108.97
cprST1	121.33	0	0	0	6.81	6.70	0	0	134.84
btST1	91.40	0	0	0	0.28	0	0	0	91.68
rtST1	90.22	0	0	0	0.74	0	0	0	90.96
