NAME	0	1	2	3	4	5	6	7	TOT
noST1	0	0	0	0	0	0	88.00	0	88.00
trST1	0	0	0	0	0	0	88.05	0	88.05
reST1	0	0	0	0	0	0	88.00	0	88.00
rpST1	0	0	0	0	0	0	86.57	0	86.57
rtST1	0	0	0	0	0	0	88.03	0	88.03
rt251	0	0	0	0	0	0	88.02	0	88.02
bt251	0	0	0	0	0	0	88.02	0	88.02
