NAME	0	1	2	3	4	5	6	7	TOT
noST1	0	0	0	0	0	177.00	0	0	177.00
trST1	0	0	0	0	0	177.03	0	0.04	177.07
reST1	0	0	0	0	0	177.00	0	0	177.00
rpST1	0	0	0	0	0	173.97	0	0	173.97
rtST1	0	0	0	0	0	177.02	0	0.04	177.06
rt251	0	0	0	0	0	177.01	0	0.01	177.03
bt251	0	0	0	0	0	177.01	0	0.01	177.03
bgST1	0	0	0	0	0	177.00	0	0	177.00
rgST1	0	0	0	0	0	177.00	0	0	177.00
cprST1	0	0	0	0	0	174.31	0	0.04	174.34
btST1	0	0	0	0	0	177.00	0	0	177.00
rtST1	0	0	0	0	0	177.03	0	0.04	177.07
