NAME	0	1	2	3	4	5	6	7	TOT
noST1	0	29.37	30.08	30.18	0	0	0	0	89.64
trST1	0	89.64	0	0.98	0	0	0	0	90.62
reST1	0	29.14	30.39	29.88	0	0	0	0	89.40
rpST1	0	35.26	34.99	35.48	0	0	0	0	105.73
rtST1	0	89.22	0	0.95	0	0	0	0	90.17
rt251	0	88.98	0	0.97	0	0	0	0	89.95
bt251	0	89.61	0	0.97	0	0	0	0	90.59
bgST1	0	29.21	30.12	30.04	0	0	0	0	89.37
rgST1	0	29.75	30.55	30.33	0	0	0	0	90.64
cprST1	0	35.24	35.06	34.41	0	0	0	0	104.72
btST1	0	89.08	0	0.99	0	0	0	0	90.06
rtST1	0	89.50	0	1.03	0	0	0	0	90.53
