NAME	0	1	2	3	4	5	6	7	TOT
noST1	163.31	0	0	0	0.44	0.43	0	0	164.18
trST1	88.30	0	0	0	0.70	0	0	0	89.00
reST1	110.10	0	0	0	0.17	0.15	0	0	110.42
rpST1	124.13	0	0	0	6.04	5.87	0	0	136.03
rtST1	87.73	0	0	0	0.41	0	0	0	88.15
rt251	87.73	0	0	0	0.47	0	0	0	88.20
bt251	88.72	0	0	0	0.28	0	0	0	89.00
bgST1	164.44	0	0	0	0.21	0.22	0	0	164.88
rgST1	108.72	0	0	0	0.64	0.64	0	0	110.00
cprST1	122.53	0	0	0	7.04	7.26	0	0	136.83
btST1	88.16	0	0	0	0.84	0	0	0	89.00
rtST1	87.49	0	0	0	0.74	0	0	0	88.23
