NAME	0	1	2	3	4	5	6	TOT
b200n	134.65	0	0	0	0	0	0	134.65
r200n	127.34	0	0	0	0	0	0	127.34
R200n	156.29	0	0	0	0	0	1.17	157.46
t200n	141.00	0	0	0	0	0	0	141.00
btNL1	177.69	0	0	0	0	0	0	177.69
rtNL1	161.93	0	0	0	0	0	0	161.93
bgNL1	165.90	0	0	0	0	0	0	165.90
rgNL1	153.63	0	0	0	0	0	0	153.63
rpNL1	157.39	0	0	0	0	0	0.43	157.82
