NAME	0	1	2	3	4	5	6	TOT
b200n	0	0	107.89	0	0	0	0	107.89
r200n	0	0	106.52	0	0	0	0	106.52
R200n	0	0	74.20	0	0	0	0	74.20
t200n	0	0	88.09	0	0	0	0	88.09
btNL1	0	0	85.33	0	0	0	0	85.33
rtNL1	0	0	85.65	0	0	0	0	85.65
bgNL1	0	0	86.53	0	0	0	0	86.53
rgNL1	0	0	86.39	0	0	0	0	86.39
rpNL1	0	0	60.30	0	0	0	0	60.30
