NAME	0	1	2	3	4	5	6	TOT
b200n	55.91	0	0	56.03	0	27.13	34.77	173.85
r200n	9.24	0	0	49.23	0	23.68	29.47	111.62
R200n	9.37	0	0	111.01	0.03	2.10	33.08	155.59
t200n	9.91	0	0	80.03	0	0	26.01	115.96
btNL1	54.94	0	0	118.58	0	0.12	0.78	174.41
rtNL1	9.30	0	0	103.92	0	0.09	0.68	113.98
bgNL1	54.82	0	0	59.22	0	0	47.88	161.92
rgNL1	9.22	0	0	59.76	0	0	45.85	114.83
rpNL1	9.33	0	0	96.08	0	0	32.72	138.13
