TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	2	38	13.14	49.08	7.01
rt491	0	20	5.39	19.48	4.41
bg491	1	23	11.17	21.50	4.64
rg491	1	26	11.24	37.86	6.15
rp491	1	31	13.75	42.29	6.50
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	2	22	11.12	20.77	4.56
rg492	0	26	11.30	29.23	5.41
cpr492	0	26	12.27	29.14	5.40
