TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	1	15	6.78	9.07	3.01
rt491	0	10	2.90	3.57	1.89
bg491	0	7	2.35	2.69	1.64
rg491	0	11	1.36	2.01	1.42
rp491	4	47	17.80	72.78	8.53
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	8	2.53	3.47	1.86
rg492	0	5	1.17	0.66	0.81
cpr492	0	52	17.14	99.04	9.95
