TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	27	57	46.55	47.73	6.91
rt491	16	84	50.04	258.96	16.09
bg491	10	48	35.58	48.16	6.94
rg491	16	86	54.88	219.67	14.82
rp491	32	90	62.65	165.63	12.87
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	13	46	36.42	33.06	5.75
rg492	20	81	53.74	208.85	14.45
cpr492	10	89	61.84	195.93	14.00
