TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	14	4.22	7.99	2.83
rt491	0	4	0.44	0.55	0.74
bg491	0	6	1.19	1.43	1.20
rg491	0	3	0.19	0.27	0.52
rp491	0	16	4.58	8.34	2.89
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	6	1.15	1.67	1.29
rg492	0	3	0.17	0.24	0.49
cpr492	0	11	3.90	4.99	2.23
