TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	26	126	70.09	368.50	19.20
rt491	4	91	37.25	377.41	19.43
bg491	13	57	30.76	54.50	7.38
rg491	4	47	20.90	87.15	9.34
rp491	26	168	83.40	551.88	23.49
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	14	5.34	5.70	2.39
rg492	0	11	5.45	4.39	2.09
cpr492	3	46	18.55	86.13	9.28
