TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	24	2.75	9.07	3.01
rt491	0	13	0.78	4.33	2.08
bg491	0	5	1.34	1.40	1.19
rg491	0	7	0.41	0.90	0.95
rp491	0	12	4.18	7.31	2.70
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	7	1.53	1.91	1.38
rg492	0	4	0.54	0.81	0.90
cpr492	0	9	3.05	3.59	1.89
