NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	0.02	3.01	17.77	2.83	0.01	43.13	2.10	0	0.58	19.61	0	2.72	17.74	2.82	0	0	2.08	0	0.58	0.60	0.01	0	0.02	0	0.01	0	0.02	0	0	0	0	0.29	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	115.99
rt491	0.31	1.02	10.56	2.00	0.01	27.36	0.55	0.02	0.18	12.63	0	0.99	10.24	1.99	0	0	0.51	0	0.17	0.06	0.29	0	0.30	0	0.01	0	0.02	0.02	0	0	0	0.01	0	0.01	0	0	0	0	0	0.01	0.02	0.02	0.02	0	0	0.01	0.02	0	0	69.36
bg491	1.92	13.79	17.34	1.30	2.07	12.15	14.14	0	13.85	13.52	0	0.21	1.74	0.19	0	0	13.26	0	13.42	1.73	0.84	0	14.23	0	2.07	1.91	0.88	0	0	0	1.08	13.55	1.06	1.11	0	0	0	0	0.40	0.07	0	0.03	0.31	0	0	0.38	0	0	0.01	158.56
rg491	1.00	8.06	10.14	0.81	1.26	5.64	7.67	0.01	8.42	7.06	0	0.04	0.76	0.17	0	0	7.35	0	8.22	0.85	0.52	0	8.84	0	1.26	0.92	0.32	0	0	0	0.47	7.99	0.49	0.64	0	0	0	0	0.13	0.10	0.01	0.03	0.05	0	0	0.08	0	0.01	0.07	89.39
rp491	8.04	7.89	16.57	4.94	6.75	11.52	11.28	5.29	12.77	12.85	0	0.45	5.95	2.04	0	0	6.33	0	8.15	7.01	2.93	0	6.08	0	6.75	5.66	3.52	2.92	0	0	2.56	5.16	3.82	2.90	0	0	0	0	1.43	2.08	2.55	2.28	0.72	0	0	1.70	1.43	2.37	3.19	187.88
bt492	0	0	0	0	0	44.18	0	0	0.89	18.23	0	1.29	18.39	2.49	0	0	1.23	0	0.35	0.90	0.27	0	0.03	0	0.04	0.03	0.06	0	0	0	0	0	0.72	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	89.12
rt492	0	0	0	0	0	23.83	0	0	0	7.84	0	1.38	10.46	3.81	0	0	1.13	0	0.32	0.01	1.16	0	0.11	0	0.03	0.02	0.02	0.01	0	0	0.01	0.16	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	50.33
bg492	0	0	0	0	0	10.18	0	0	0.32	12.57	0	0.03	1.16	0.21	0	0	14.28	0	13.50	1.10	0.49	0	15.53	0	1.23	1.22	0.64	0.09	0	0	0.82	14.95	1.13	0.58	0	0	0	0	0.12	0	0	0	0.17	0	0	0.28	0.03	0	0	90.63
rg492	0	0	0	0	0	4.82	0	0	0	6.91	0	0.23	0.83	0.11	0	0	6.91	0	7.46	1.08	0.39	0	8.40	0	1.17	0.96	0.44	0.16	0	0	0.44	8.79	1.01	0.74	0	0	0	0	0.06	0.03	0.06	0.10	0.22	0	0	0.32	0	0	0.07	51.71
cpr492	0	0	0	0	0	4.57	0	0	0.01	6.60	0	0.34	5.80	1.12	0	0	6.65	0	8.35	5.37	3.30	0	5.85	0	5.73	5.27	3.97	2.78	0	0	3.81	4.69	3.56	2.89	0	0	0	0	1.79	1.45	2.72	1.76	1.07	0	0	1.64	1.84	2.27	3.54	98.74
