TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	1	21	7.19	16.49	4.06
rt491	0	9	0.80	2.88	1.70
bg491	0	11	3.24	4.32	2.08
rg491	0	7	0.87	1.67	1.29
rp491	0	19	5.45	10.29	3.21
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	7	2.77	2.82	1.68
rg492	0	5	0.66	1.06	1.03
cpr492	0	18	4.78	9.31	3.05
