TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	31	180	94.01	1159.77	34.06
rt491	15	131	59.81	773.67	27.81
bg491	33	89	60.94	125.26	11.19
rg491	27	100	60.07	225.87	15.03
rp491	41	232	127.21	1072.51	32.75
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	8	43	24.37	28.97	5.38
rg492	5	59	31.45	123.81	11.13
cpr492	8	62	29.92	125.35	11.20
