TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	10	3.41	5.52	2.35
rt491	0	7	1.86	2.68	1.64
bg491	0	17	6.22	11.29	3.36
rg491	0	19	6.22	24.13	4.91
rp491	1	24	10.29	26.87	5.18
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	15	7.28	10.46	3.23
rg492	0	22	6.86	23.56	4.85
cpr492	0	33	9.31	26.53	5.15
