TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	2	26	11.95	40.89	6.39
rt491	0	34	7.13	34.25	5.85
bg491	0	16	7.51	9.23	3.04
rg491	0	26	7.24	32.86	5.73
rp491	1	43	13.75	47.01	6.86
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	2	14	7.52	9.25	3.04
rg492	0	20	7.23	20.92	4.57
cpr492	0	36	12.38	36.00	6.00
