TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	7	2.66	3.34	1.83
rt491	0	2	0.39	0.30	0.55
bg491	0	9	1.83	2.62	1.62
rg491	0	1	0.20	0.16	0.40
rp491	1	18	7.27	17.66	4.20
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	8	2.00	2.12	1.46
rg492	0	2	0.28	0.34	0.58
cpr492	0	23	7.30	18.85	4.34
