TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	15	4.24	10.98	3.31
rt491	0	3	0.62	0.78	0.88
bg491	0	5	1.47	1.21	1.10
rg491	0	2	0.04	0.06	0.24
rp491	0	10	3.35	4.45	2.11
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	6	1.37	1.41	1.19
rg492	0	1	0.09	0.08	0.29
cpr492	0	11	3.25	5.03	2.24
