TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	99	235	170.64	692.45	26.31
rt491	70	249	148.13	1486.53	38.56
bg491	71	183	146.18	565.97	23.79
rg491	83	240	185.70	1504.25	38.78
rp491	143	334	245.66	1469.90	38.34
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	21	57	46.84	46.75	6.84
rg492	27	95	70.97	318.81	17.86
cpr492	37	90	68.34	167.60	12.95
