TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	14	2.96	8.70	2.95
rt491	0	16	0.96	5.88	2.42
bg491	0	10	2.53	3.95	1.99
rg491	0	7	0.76	1.68	1.30
rp491	0	18	5.98	16.02	4.00
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	13	3.05	5.79	2.41
rg492	0	6	1.05	2.49	1.58
cpr492	0	19	5.91	20.28	4.50
