TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	42	131	76.66	314.70	17.74
rt491	2	73	33.76	232.22	15.24
bg491	4	42	19.13	53.05	7.28
rg491	1	34	10.18	40.51	6.36
rp491	27	102	56.77	251.82	15.87
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	25	2.79	23.25	4.82
rg492	0	30	2.39	33.92	5.82
cpr492	0	28	10.34	35.96	6.00
