TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	2	44	19.15	70.17	8.38
rt491	0	49	16.20	121.02	11.00
bg491	2	18	8.42	11.76	3.43
rg491	0	25	4.95	21.57	4.64
rp491	2	28	13.08	35.93	5.99
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	19	9.23	12.68	3.56
rg492	0	16	5.30	16.27	4.03
cpr492	0	24	12.34	25.92	5.09
