TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	33	9.00	46.56	6.82
rt491	0	30	5.91	59.46	7.71
bg491	1	17	7.31	14.15	3.76
rg491	0	13	3.59	7.44	2.73
rp491	0	22	6.33	14.48	3.81
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	1	15	6.44	10.41	3.23
rg492	0	12	3.71	9.47	3.08
cpr492	0	21	6.15	13.97	3.74
