TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	1	19	8.37	18.25	4.27
rt491	0	15	3.03	11.57	3.40
bg491	0	9	2.58	3.76	1.94
rg491	0	4	0.67	0.80	0.90
rp491	0	12	4.00	6.14	2.48
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	10	3.65	6.85	2.62
rg492	0	5	1.06	1.22	1.10
cpr492	0	11	3.94	6.00	2.45
