TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	39	66	55.89	27.50	5.24
rt491	34	96	86.94	95.84	9.79
bg491	18	61	46.56	63.07	7.94
rg491	30	97	78.32	296.42	17.22
rp491	38	94	76.56	150.59	12.27
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	24	59	47.23	40.12	6.33
rg492	32	95	76.75	283.23	16.83
cpr492	14	95	78.02	175.84	13.26
