TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	2	46	16.91	82.58	9.09
rt491	0	48	14.25	116.65	10.80
bg491	0	26	10.32	20.60	4.54
rg491	0	36	8.37	34.93	5.91
rp491	1	33	13.89	39.90	6.32
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	26	11.17	27.90	5.28
rg492	0	25	9.00	34.76	5.90
cpr492	0	27	11.94	42.68	6.53
