TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	17	1.24	5.18	2.28
rt491	0	4	0.27	0.38	0.61
bg491	0	4	0.46	0.65	0.81
rg491	0	2	0.18	0.17	0.41
rp491	0	24	8.76	32.64	5.71
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	6	0.34	0.68	0.83
rg492	0	2	0.17	0.18	0.43
cpr492	0	24	7.71	30.03	5.48
