TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	7	39	23.38	34.72	5.89
rt491	4	42	15.35	47.05	6.86
bg491	5	18	11.85	8.77	2.96
rg491	6	28	14.70	25.17	5.02
rp491	2	45	19.82	106.25	10.31
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	4	20	11.43	12.63	3.55
rg492	6	30	14.48	24.81	4.98
cpr492	4	50	20.75	89.95	9.48
