TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	16	4.94	11.04	3.32
rt491	0	6	1.24	2.20	1.48
bg491	0	9	1.85	3.95	1.99
rg491	0	3	0.26	0.31	0.56
rp491	0	9	3.23	4.58	2.14
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	7	1.64	2.27	1.51
rg492	0	3	0.32	0.38	0.61
cpr492	0	15	3.41	6.96	2.64
