TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	0	18	5.45	12.65	3.56
rt491	0	10	1.09	3.30	1.82
bg491	0	4	0.68	0.82	0.90
rg491	0	2	0.05	0.07	0.26
rp491	0	9	3.61	5.12	2.26
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	0	5	0.66	0.88	0.94
rg492	0	2	0.06	0.08	0.28
cpr492	0	9	3.32	4.18	2.04
