TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	2	29	12.13	21.71	4.66
rt491	1	14	4.04	5.32	2.31
bg491	0	19	5.42	7.06	2.66
rg491	0	10	3.00	1.70	1.30
rp491	1	34	11.62	37.96	6.16
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	1	12	5.10	6.65	2.58
rg492	0	11	3.08	2.33	1.53
cpr492	0	35	11.37	43.23	6.58
