TEST	MIN	MAX	MEAN	VAR	S.DEV
bt491	2	18	10.15	12.59	3.55
rt491	0	20	6.97	11.89	3.45
bg491	1	11	5.16	5.13	2.27
rg491	0	15	5.66	6.58	2.57
rp491	2	35	14.12	50.17	7.08
bt492	0	0	0.00	0.00	0.00
rt492	0	0	0.00	0.00	0.00
bg492	1	18	5.25	6.53	2.55
rg492	1	15	5.69	6.25	2.50
cpr492	1	44	14.66	63.60	7.98
