NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	0.23	17.33	0.06	0.30	65.20	0.02	1.14	4.12	0.34	0.28	0	17.33	0	0.28	0	0	1.11	4.08	0.33	0.27	0.23	0	0.05	0	0.03	0.02	0.02	0.01	0	0.01	0	0	0.01	0.01	0.02	0	0	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	112.91
rt491	0.45	11.82	0	0.01	33.02	0.01	0.35	2.07	0.57	0.02	0	11.78	0	0	0	0	0.31	1.96	0.57	0.01	0.45	0	0	0.01	0.01	0.01	0.03	0.10	0	0	0	0.02	0	0	0	0	0.01	0	0	0.01	0	0.02	0	0	0	0	0	0.01	0	63.63
bg491	2.45	15.08	5.46	5.97	11.47	2.08	7.46	17.99	10.59	11.30	0	1.58	0	0	0	0	4.99	16.06	10.16	1.40	0.90	0.36	4.30	4.44	1.99	1.71	0.88	0	0	9.52	1.55	13.14	1.16	0.93	0.03	0	1.56	1.92	0.43	0.38	0	0	0	0.60	0.78	0.37	0.03	0.01	0	171.03
rg491	1.17	5.74	0.66	1.82	3.41	0.90	2.14	6.55	3.87	3.77	0	0.83	0	0	0	0	1.24	5.84	3.78	0.69	0.27	0.01	0.02	1.16	0.76	0.82	0.24	0.01	0	2.99	0.90	4.90	0.64	0.53	0.01	0	0.66	0.70	0.09	0.09	0	0	0	0.13	0.07	0.08	0	0	0	57.49
rp491	7.79	12.85	4.34	6.04	16.21	5.93	5.96	13.77	11.00	9.61	0	5.31	0	0	0	0	0.91	6.12	6.98	3.26	2.38	0	0	2.48	7.07	4.60	2.56	1.56	0	4.31	5.41	5.48	4.34	2.36	2.52	0	0.26	3.18	1.20	2.04	0	2.06	0	1.20	1.41	1.33	2.23	2.91	2.82	181.79
bt492	0	0	0	0	60.91	0	0	0	0	0	0	18.58	0	0.29	0	0	2.08	5.70	0.12	0.31	0.63	0	0.03	0.01	0.02	0.01	0.03	0.02	0	0.01	0.30	0	0	0	0.04	0	0.01	0.02	0	0	0	0	0	0	0.02	0.01	0	0	0	89.15
rt492	0	0	0	0	34.76	0	0	0	0	0	0	11.16	0	0	0	0	0.25	2.70	0.39	0.18	0.03	0	0	0	0.03	0.03	0.03	0.01	0	0	0.20	0.01	0	0.04	0.02	0	0	0.01	0	0	0	0	0	0	0.01	0.01	0	0	0	49.87
bg492	0	0	0	0	8.73	0	0	0	0	0	0	1.49	0	0	0	0	5.17	15.96	9.32	0.84	0.44	0.93	4.69	5.27	1.34	1.11	0.80	0.11	0	10.88	0.94	14.62	1.47	0.59	0.09	0	1.50	2.28	0.13	0.04	0	0	0	0.44	0.41	0.46	0.03	0	0	90.08
rg492	0	0	0	0	3.02	0	0	0	0	0	0	1.01	0	0	0	0	1.05	7.38	4.46	0.73	0.25	0.02	0.02	1.81	1.18	0.91	0.54	0.11	0	4.25	0.69	6.99	1.00	0.42	0.18	0	0.41	1.07	0.03	0.08	0	0	0	0.29	0.22	0.35	0	0	0	38.47
cpr492	0	0	0	0	5.53	0	0	0	0	0	0	5.70	0	0	0	0	0.68	7.17	5.86	3.79	3.09	0	0.01	1.99	6.08	4.64	2.72	1.11	0	3.76	6.02	4.78	4.99	2.96	2.83	0	0.34	2.65	1.69	2.10	0	2.09	0	1.81	1.48	2.29	2.79	2.96	2.99	96.90
