NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	0.17	33.01	36.89	13.91	4.68	0	0.02	0.64	0.39	0	0.17	0.33	0.01	0	0	0	0.02	0.07	0.02	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.36
rt491	0.01	8.68	18.50	6.20	1.36	0.01	0.01	0.24	0.47	0	0	0.10	0	0	0	0.01	0.01	0.03	0.06	0	0	0.01	0	0.01	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	35.76
bg491	1.89	14.97	11.79	8.71	13.12	3.31	11.69	10.90	17.63	1.21	1.89	0.12	0	0	8.98	3.31	5.72	7.13	4.12	0	0	6.92	5.61	1.42	0.09	0	0	0	5.96	1.21	0	3.04	0.06	0	0	0	5.97	0.06	0	0	0	0	0	0	0	0	0	0	0	156.83
rg491	0.43	5.33	4.51	2.73	3.63	0.97	4.79	2.96	6.73	0.46	0.43	0.02	0	0	2.26	0.93	2.36	2.49	1.45	0	0	2.70	2.30	0.39	0.02	0.04	0	0	2.70	0.46	0	1.10	0	0	0	0	2.43	0.07	0	0	0	0	0	0	0	0	0	0	0	54.69
rp491	0.83	13.35	13.67	8.47	19.26	6.07	12.51	7.72	19.39	6.38	0.25	1.30	1.17	0	13.69	3.73	6.84	3.22	2.16	1.10	0	3.68	6.81	3.20	2.84	1.19	0.78	0.53	1.46	4.34	0	4.17	1.13	0.58	0.29	0.61	3.60	2.16	0.84	0.94	0.58	0.46	0.81	1.04	0.46	0.54	1.29	0.49	0.50	186.43
bt492	0	40.30	34.40	10.39	2.79	0	0	0.61	0.64	0	0.01	0.02	0.04	0	0.01	0.03	0.02	0.08	0.01	0	0	0	0.01	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0.01	0	0	0	0.01	89.43
rt492	0	7.43	20.14	5.04	2.73	0	0	0.05	0.38	0	0	0.09	0.10	0	0	0	0.04	0	0.04	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.09
bg492	0	3.91	6.05	6.05	4.23	0	0	4.25	6.53	0	1.34	0.22	0	0	7.37	4.18	6.07	6.33	5.07	0	0	6.70	5.90	1.16	0	0	0	0	5.91	1.43	0	3.90	0	0	0	0	5.76	0.28	0	0	0	0	0	0	0	0	0	0	0	92.64
rg492	0	1.23	2.30	1.94	1.68	0	0	0.64	2.16	0	0.46	0.09	0	0	2.73	0.99	2.14	2.28	1.84	0	0	2.74	2.02	0.39	0.03	0	0	0	2.55	0.47	0	0.96	0.01	0	0	0.03	2.53	0.07	0	0	0	0	0	0	0	0	0	0	0	32.28
cpr492	0	4.30	4.12	2.93	2.19	0	0	1.16	12.71	0	0.51	1.20	1.11	0	9.58	4.12	6.66	3.79	2.31	0.96	0	3.68	5.93	2.45	1.84	1.21	1.08	0.64	1.59	5.52	0	4.76	2.01	0.91	0.48	0.52	3.02	2.05	1.22	0.73	0.86	0.79	0.95	1.39	0.83	0.96	1.27	0.65	0.70	105.69
