TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	0	16	7.87	8.88	2.98
rt251	0	12	4.35	5.47	2.34
bg251	0	11	3.71	5.07	2.25
rg251	0	8	3.96	3.56	1.89
rp251	7	49	24.83	64.78	8.05
bg252	0	8	3.82	4.15	2.04
bg253	1	12	4.14	5.78	2.40
bt253	0	14	7.97	7.55	2.75
rt253	0	11	3.68	4.78	2.19
rg253	0	10	3.67	4.28	2.07
cpr253	2	41	16.51	62.55	7.91
