TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	2	35	10.70	26.61	5.16
rt251	0	8	2.51	2.88	1.70
bg251	0	8	2.62	3.02	1.74
rg251	0	6	1.97	1.13	1.06
rp251	7	42	24.47	45.87	6.77
bg252	0	8	2.76	3.12	1.77
bg253	0	9	3.01	3.03	1.74
bt253	0	26	10.72	27.94	5.29
rt253	0	9	2.39	3.08	1.75
rg253	0	6	1.87	1.03	1.02
cpr253	2	45	13.57	67.33	8.21
