TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	2	22	10.75	15.33	3.92
rt251	1	18	7.76	11.04	3.32
bg251	0	11	4.61	5.84	2.42
rg251	1	22	7.80	13.70	3.70
rp251	17	54	33.14	75.84	8.71
bg252	0	11	5.03	7.69	2.77
bg253	0	14	4.50	6.77	2.60
bt253	3	21	11.12	14.63	3.82
rt253	1	18	7.02	11.66	3.41
rg253	1	16	7.61	9.30	3.05
cpr253	2	57	19.59	125.18	11.19
