TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	0	13	4.71	6.87	2.62
rt251	0	8	2.14	2.71	1.65
bg251	0	7	2.38	2.36	1.53
rg251	0	4	0.77	0.46	0.68
rp251	7	43	22.08	59.69	7.73
bg252	0	9	2.36	3.09	1.76
bg253	0	32	2.83	11.10	3.33
bt253	0	12	4.98	6.32	2.51
rt253	0	7	1.85	2.53	1.59
rg253	0	3	0.90	0.31	0.56
cpr253	0	30	11.11	32.98	5.74
