TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	19	67	52.44	45.23	6.73
rt251	43	117	99.37	191.84	13.85
bg251	29	62	50.19	53.75	7.33
rg251	39	119	87.95	410.37	20.26
rp251	19	72	41.37	68.07	8.25
bg252	27	67	49.70	55.45	7.45
bg253	19	65	49.73	54.70	7.40
bt253	15	65	52.92	53.03	7.28
rt253	43	117	95.88	273.55	16.54
rg253	33	118	86.79	519.47	22.79
cpr253	8	93	80.12	175.03	13.23
