TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	21	71	55.02	56.48	7.52
rt251	21	114	92.14	278.29	16.68
bg251	31	68	55.56	60.29	7.76
rg251	33	107	80.11	410.92	20.27
rp251	24	52	36.72	31.52	5.61
bg252	28	69	54.98	50.86	7.13
bg253	34	68	54.75	38.55	6.21
bt253	15	69	54.14	54.22	7.36
rt253	33	109	90.08	294.67	17.17
rg253	34	109	80.23	376.62	19.41
cpr253	44	91	75.96	142.68	11.94
