TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	0	41	20.91	68.34	8.27
rt251	0	31	4.30	27.92	5.28
bg251	1	27	13.64	21.55	4.64
rg251	0	22	7.94	21.04	4.59
rp251	10	43	26.36	59.99	7.75
bg252	0	26	13.16	25.41	5.04
bg253	0	21	13.17	17.30	4.16
bt253	1	39	21.96	55.98	7.48
rt253	0	24	4.03	20.45	4.52
rg253	0	17	6.47	15.27	3.91
cpr253	2	22	10.43	27.21	5.22
