TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	1	39	15.96	51.84	7.20
rt251	0	69	9.90	83.44	9.13
bg251	4	25	13.58	15.72	3.97
rg251	0	33	7.94	23.06	4.80
rp251	11	57	30.96	87.08	9.33
bg252	4	27	13.73	19.04	4.36
bg253	6	23	13.54	15.53	3.94
bt253	3	34	15.87	40.27	6.35
rt253	0	73	10.24	111.24	10.55
rg253	0	30	7.90	31.17	5.58
cpr253	2	29	13.93	42.29	6.50
