TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	0	18	8.25	9.58	3.09
rt251	0	15	5.71	6.18	2.49
bg251	0	9	3.43	3.53	1.88
rg251	1	13	5.22	6.59	2.57
rp251	11	65	28.83	87.86	9.37
bg252	0	10	3.52	3.59	1.89
bg253	0	9	3.35	3.81	1.95
bt253	2	17	8.87	8.17	2.86
rt253	1	13	5.70	7.53	2.74
rg253	0	13	4.65	5.37	2.32
cpr253	2	59	17.10	83.35	9.13
