TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	68	270	198.30	2178.41	46.67
rt251	64	214	161.48	1027.18	32.05
bg251	107	195	148.74	268.51	16.39
rg251	76	210	160.47	628.37	25.07
rp251	232	442	346.67	2001.46	44.74
bg252	92	186	148.04	288.36	16.98
bg253	94	185	148.95	268.49	16.39
bt253	75	265	207.97	1440.45	37.95
rt253	65	206	148.08	1450.69	38.09
rg253	70	208	155.95	755.05	27.48
cpr253	141	382	257.23	2373.52	48.72
