TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	7	34	19.95	26.13	5.11
rt251	4	66	19.18	43.07	6.56
bg251	3	32	11.68	18.66	4.32
rg251	3	31	13.91	31.38	5.60
rp251	13	62	34.69	79.87	8.94
bg252	5	26	11.59	13.70	3.70
bg253	4	28	11.45	14.13	3.76
bt253	5	31	20.31	22.09	4.70
rt253	4	29	17.34	37.86	6.15
rg253	4	26	12.88	18.79	4.33
cpr253	3	53	24.27	148.36	12.18
