TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	4	43	18.84	58.91	7.68
rt251	0	71	7.46	84.47	9.19
bg251	5	26	12.77	18.52	4.30
rg251	0	21	8.31	17.87	4.23
rp251	9	49	26.51	56.69	7.53
bg252	5	27	12.45	20.03	4.48
bg253	4	29	12.25	20.07	4.48
bt253	5	41	20.04	55.60	7.46
rt253	0	30	6.28	45.84	6.77
rg253	0	19	7.40	15.80	3.97
cpr253	0	33	12.65	40.67	6.38
