TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	4	32	18.64	20.17	4.49
rt251	6	32	15.89	19.55	4.42
bg251	2	15	8.18	8.09	2.84
rg251	1	26	14.93	18.91	4.35
rp251	19	58	34.78	85.51	9.25
bg252	2	23	7.38	9.58	3.09
bg253	3	15	7.64	7.21	2.69
bt253	7	28	19.01	18.01	4.24
rt253	7	30	15.83	17.36	4.17
rg253	7	29	15.34	17.14	4.14
cpr253	1	63	20.63	146.67	12.11
