TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	2	20	10.07	13.20	3.63
rt251	1	20	10.28	13.76	3.71
bg251	2	18	7.55	10.73	3.28
rg251	3	23	9.59	13.78	3.71
rp251	11	63	33.45	112.15	10.59
bg252	0	15	7.15	9.13	3.02
bg253	1	17	7.28	8.34	2.89
bt253	3	18	10.68	9.64	3.10
rt253	0	20	9.09	20.26	4.50
rg253	3	31	9.88	16.91	4.11
cpr253	1	47	17.33	102.04	10.10
