TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	0	11	4.97	5.50	2.35
rt251	0	6	1.56	1.60	1.26
bg251	0	9	2.92	4.39	2.10
rg251	0	3	1.04	0.84	0.92
rp251	6	50	22.18	70.35	8.39
bg252	0	8	2.45	2.97	1.72
bg253	0	11	3.18	5.51	2.35
bt253	0	11	5.45	6.51	2.55
rt253	0	6	1.44	1.79	1.34
rg253	0	3	0.89	0.74	0.86
cpr253	2	33	13.38	45.28	6.73
