TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	0	19	6.32	25.02	5.00
rt251	0	9	0.92	2.29	1.51
bg251	2	15	6.83	8.78	2.96
rg251	0	10	1.88	3.95	1.99
rp251	5	32	20.18	35.87	5.99
bg252	1	16	7.40	7.96	2.82
bg253	2	20	7.66	10.66	3.27
bt253	0	25	6.98	29.20	5.40
rt253	0	8	0.76	1.50	1.23
rg253	0	9	1.96	4.16	2.04
cpr253	1	18	7.15	13.93	3.73
