TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	3	27	14.39	21.43	4.63
rt251	2	28	14.65	24.69	4.97
bg251	2	18	7.94	7.78	2.79
rg251	4	24	12.52	15.59	3.95
rp251	15	51	30.64	56.99	7.55
bg252	2	17	8.52	10.75	3.28
bg253	2	16	8.51	9.87	3.14
bt253	3	25	14.58	22.16	4.71
rt253	2	24	13.51	26.35	5.13
rg253	4	22	13.13	19.95	4.47
cpr253	3	52	19.59	94.50	9.72
