TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	19	131	75.15	457.33	21.39
rt251	8	88	33.59	248.24	15.76
bg251	28	80	47.37	71.47	8.45
rg251	11	64	35.56	104.43	10.22
rp251	104	228	161.21	821.51	28.66
bg252	31	73	48.09	79.64	8.92
bg253	28	66	48.20	65.66	8.10
bt253	18	122	78.79	382.11	19.55
rt253	6	97	31.28	272.58	16.51
rg253	17	64	35.19	85.27	9.23
cpr253	20	156	85.30	824.15	28.71
