TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	2	29	11.49	29.13	5.40
rt251	0	10	2.87	3.68	1.92
bg251	0	6	2.51	2.31	1.52
rg251	0	9	3.19	3.53	1.88
rp251	8	53	27.55	65.09	8.07
bg252	0	7	2.47	2.49	1.58
bg253	0	8	2.20	2.68	1.64
bt253	3	25	11.45	23.77	4.88
rt253	0	7	2.98	2.60	1.61
rg253	0	8	2.94	2.42	1.55
cpr253	1	45	17.33	71.98	8.48
