TEST	MIN	MAX	MEAN	VAR	S.DEV
bt251	2	22	10.20	12.75	3.57
rt251	0	19	6.68	9.05	3.01
bg251	1	11	4.25	5.03	2.24
rg251	0	11	5.71	5.41	2.33
rp251	11	58	29.58	97.88	9.89
bg252	0	11	4.49	4.45	2.11
bg253	0	10	4.28	4.98	2.23
bt253	4	19	10.78	11.61	3.41
rt253	2	17	6.79	8.71	2.95
rg253	1	12	5.70	5.63	2.37
cpr253	4	37	16.39	54.70	7.40
